cell,cell_id,cell_types
singles-BM0828-HSC-fresh-151027-1,cell_1,HSC
singles-BM0828-HSC-fresh-151027-2,cell_2,HSC
singles-BM0828-HSC-fresh-151027-3,cell_3,HSC
singles-BM0828-HSC-fresh-151027-4,cell_4,HSC
singles-BM0828-HSC-fresh-151027-5,cell_5,HSC
singles-BM0828-HSC-fresh-151027-6,cell_6,HSC
singles-BM0828-HSC-fresh-151027-7,cell_7,HSC
singles-BM0828-HSC-fresh-151027-8,cell_8,HSC
singles-BM0828-HSC-fresh-151027-9,cell_9,HSC
singles-BM0828-HSC-fresh-151027-10,cell_10,HSC
singles-BM0828-HSC-fresh-151027-11,cell_11,HSC
singles-BM0828-HSC-fresh-151027-12,cell_12,HSC
singles-BM0828-HSC-fresh-151027-13,cell_13,HSC
singles-BM0828-HSC-fresh-151027-14,cell_14,HSC
singles-BM0828-HSC-fresh-151027-15,cell_15,HSC
singles-BM0828-HSC-fresh-151027-16,cell_16,HSC
singles-BM0828-HSC-fresh-151027-17,cell_17,HSC
singles-BM0828-HSC-fresh-151027-18,cell_18,HSC
singles-BM0828-HSC-fresh-151027-19,cell_19,HSC
singles-BM0828-HSC-fresh-151027-20,cell_20,HSC
singles-BM0828-HSC-fresh-151027-21,cell_21,HSC
singles-BM0828-HSC-fresh-151027-22,cell_22,HSC
singles-BM0828-HSC-fresh-151027-23,cell_23,HSC
singles-BM0828-HSC-fresh-151027-24,cell_24,HSC
singles-BM0828-HSC-fresh-151027-25,cell_25,HSC
singles-BM0828-HSC-fresh-151027-26,cell_26,HSC
singles-BM0828-HSC-fresh-151027-27,cell_27,HSC
singles-BM0828-HSC-fresh-151027-28,cell_28,HSC
singles-BM0828-HSC-fresh-151027-29,cell_29,HSC
singles-BM0828-HSC-fresh-151027-30,cell_30,HSC
singles-BM0828-HSC-fresh-151027-31,cell_31,HSC
singles-BM0828-HSC-fresh-151027-32,cell_32,HSC
singles-BM0828-HSC-fresh-151027-33,cell_33,HSC
singles-BM0828-HSC-fresh-151027-34,cell_34,HSC
singles-BM0828-HSC-fresh-151027-35,cell_35,HSC
singles-BM0828-HSC-fresh-151027-36,cell_36,HSC
singles-BM0828-HSC-fresh-151027-37,cell_37,HSC
singles-BM0828-HSC-fresh-151027-38,cell_38,HSC
singles-BM0828-HSC-fresh-151027-39,cell_39,HSC
singles-BM0828-HSC-fresh-151027-40,cell_40,HSC
singles-BM0828-HSC-fresh-151027-41,cell_41,HSC
singles-BM0828-HSC-fresh-151027-42,cell_42,HSC
singles-BM0828-HSC-fresh-151027-43,cell_43,HSC
singles-BM0828-HSC-fresh-151027-44,cell_44,HSC
singles-BM0828-HSC-fresh-151027-45,cell_45,HSC
singles-BM0828-HSC-fresh-151027-46,cell_46,HSC
singles-BM0828-HSC-fresh-151027-47,cell_47,HSC
singles-BM0828-HSC-fresh-151027-48,cell_48,HSC
singles-BM0828-HSC-fresh-151027-49,cell_49,HSC
singles-BM0828-HSC-fresh-151027-50,cell_50,HSC
singles-BM0828-HSC-fresh-151027-51,cell_51,HSC
singles-BM0828-HSC-fresh-151027-52,cell_52,HSC
singles-BM0828-HSC-fresh-151027-53,cell_53,HSC
singles-BM0828-HSC-fresh-151027-54,cell_54,HSC
singles-BM0828-HSC-fresh-151027-55,cell_55,HSC
singles-BM0828-HSC-fresh-151027-56,cell_56,HSC
singles-BM0828-HSC-fresh-151027-57,cell_57,HSC
singles-BM0828-HSC-fresh-151027-58,cell_58,HSC
singles-BM0828-HSC-fresh-151027-59,cell_59,HSC
singles-BM0828-HSC-fresh-151027-60,cell_60,HSC
singles-BM0828-HSC-fresh-151027-61,cell_61,HSC
singles-BM0828-HSC-fresh-151027-62,cell_62,HSC
singles-BM0828-HSC-fresh-151027-63,cell_63,HSC
singles-BM0828-HSC-fresh-151027-64,cell_64,HSC
singles-BM0828-HSC-fresh-151027-65,cell_65,HSC
singles-BM0828-HSC-fresh-151027-66,cell_66,HSC
singles-BM0828-HSC-fresh-151027-67,cell_67,HSC
singles-BM0828-HSC-fresh-151027-68,cell_68,HSC
singles-BM0828-HSC-fresh-151027-69,cell_69,HSC
singles-BM0828-HSC-fresh-151027-70,cell_70,HSC
singles-BM0828-HSC-fresh-151027-71,cell_71,HSC
singles-BM0828-HSC-fresh-151027-72,cell_72,HSC
singles-BM0828-HSC-fresh-151027-73,cell_73,HSC
singles-BM0828-HSC-fresh-151027-74,cell_74,HSC
singles-BM0828-HSC-fresh-151027-75,cell_75,HSC
singles-BM0828-HSC-fresh-151027-76,cell_76,HSC
singles-BM0828-HSC-fresh-151027-77,cell_77,HSC
singles-BM0828-HSC-fresh-151027-78,cell_78,HSC
singles-BM0828-HSC-fresh-151027-79,cell_79,HSC
singles-BM0828-HSC-fresh-151027-80,cell_80,HSC
singles-BM0828-HSC-fresh-151027-81,cell_81,HSC
singles-BM0828-HSC-fresh-151027-82,cell_82,HSC
singles-BM0828-HSC-fresh-151027-83,cell_83,HSC
singles-BM0828-HSC-fresh-151027-84,cell_84,HSC
singles-BM0828-HSC-fresh-151027-85,cell_85,HSC
singles-BM0828-HSC-fresh-151027-86,cell_86,HSC
singles-BM0828-HSC-fresh-151027-87,cell_87,HSC
singles-BM0828-HSC-fresh-151027-88,cell_88,HSC
singles-BM0828-HSC-fresh-151027-89,cell_89,HSC
singles-BM0828-HSC-fresh-151027-90,cell_90,HSC
singles-BM0828-HSC-fresh-151027-91,cell_91,HSC
singles-BM0828-HSC-fresh-151027-92,cell_92,HSC
singles-BM0828-HSC-fresh-151027-93,cell_93,HSC
singles-BM0828-HSC-fresh-151027-94,cell_94,HSC
singles-BM0828-HSC-fresh-151027-95,cell_95,HSC
singles-BM0828-HSC-fresh-151027-96,cell_96,HSC
singles-BM0828-MPP-frozen-151103-1,cell_97,MPP
singles-BM0828-MPP-frozen-151103-2,cell_98,MPP
singles-BM0828-MPP-frozen-151103-3,cell_99,MPP
singles-BM0828-MPP-frozen-151103-4,cell_100,MPP
singles-BM0828-MPP-frozen-151103-5,cell_101,MPP
singles-BM0828-MPP-frozen-151103-6,cell_102,MPP
singles-BM0828-MPP-frozen-151103-7,cell_103,MPP
singles-BM0828-MPP-frozen-151103-8,cell_104,MPP
singles-BM0828-MPP-frozen-151103-9,cell_105,MPP
singles-BM0828-MPP-frozen-151103-10,cell_106,MPP
singles-BM0828-MPP-frozen-151103-11,cell_107,MPP
singles-BM0828-MPP-frozen-151103-12,cell_108,MPP
singles-BM0828-MPP-frozen-151103-13,cell_109,MPP
singles-BM0828-MPP-frozen-151103-14,cell_110,MPP
singles-BM0828-MPP-frozen-151103-15,cell_111,MPP
singles-BM0828-MPP-frozen-151103-16,cell_112,MPP
singles-BM0828-MPP-frozen-151103-17,cell_113,MPP
singles-BM0828-MPP-frozen-151103-18,cell_114,MPP
singles-BM0828-MPP-frozen-151103-19,cell_115,MPP
singles-BM0828-MPP-frozen-151103-20,cell_116,MPP
singles-BM0828-MPP-frozen-151103-21,cell_117,MPP
singles-BM0828-MPP-frozen-151103-22,cell_118,MPP
singles-BM0828-MPP-frozen-151103-23,cell_119,MPP
singles-BM0828-MPP-frozen-151103-24,cell_120,MPP
singles-BM0828-MPP-frozen-151103-25,cell_121,MPP
singles-BM0828-MPP-frozen-151103-26,cell_122,MPP
singles-BM0828-MPP-frozen-151103-27,cell_123,MPP
singles-BM0828-MPP-frozen-151103-28,cell_124,MPP
singles-BM0828-MPP-frozen-151103-29,cell_125,MPP
singles-BM0828-MPP-frozen-151103-30,cell_126,MPP
singles-BM0828-MPP-frozen-151103-31,cell_127,MPP
singles-BM0828-MPP-frozen-151103-32,cell_128,MPP
singles-BM0828-MPP-frozen-151103-33,cell_129,MPP
singles-BM0828-MPP-frozen-151103-34,cell_130,MPP
singles-BM0828-MPP-frozen-151103-35,cell_131,MPP
singles-BM0828-MPP-frozen-151103-36,cell_132,MPP
singles-BM0828-MPP-frozen-151103-37,cell_133,MPP
singles-BM0828-MPP-frozen-151103-38,cell_134,MPP
singles-BM0828-MPP-frozen-151103-39,cell_135,MPP
singles-BM0828-MPP-frozen-151103-40,cell_136,MPP
singles-BM0828-MPP-frozen-151103-41,cell_137,MPP
singles-BM0828-MPP-frozen-151103-42,cell_138,MPP
singles-BM0828-MPP-frozen-151103-43,cell_139,MPP
singles-BM0828-MPP-frozen-151103-44,cell_140,MPP
singles-BM0828-MPP-frozen-151103-45,cell_141,MPP
singles-BM0828-MPP-frozen-151103-46,cell_142,MPP
singles-BM0828-MPP-frozen-151103-47,cell_143,MPP
singles-BM0828-MPP-frozen-151103-48,cell_144,MPP
singles-BM0828-MPP-frozen-151103-49,cell_145,MPP
singles-BM0828-MPP-frozen-151103-50,cell_146,MPP
singles-BM0828-MPP-frozen-151103-51,cell_147,MPP
singles-BM0828-MPP-frozen-151103-52,cell_148,MPP
singles-BM0828-MPP-frozen-151103-53,cell_149,MPP
singles-BM0828-MPP-frozen-151103-54,cell_150,MPP
singles-BM0828-MPP-frozen-151103-55,cell_151,MPP
singles-BM0828-MPP-frozen-151103-56,cell_152,MPP
singles-BM0828-MPP-frozen-151103-57,cell_153,MPP
singles-BM0828-MPP-frozen-151103-58,cell_154,MPP
singles-BM0828-MPP-frozen-151103-59,cell_155,MPP
singles-BM0828-MPP-frozen-151103-60,cell_156,MPP
singles-BM0828-MPP-frozen-151103-61,cell_157,MPP
singles-BM0828-MPP-frozen-151103-62,cell_158,MPP
singles-BM0828-MPP-frozen-151103-63,cell_159,MPP
singles-BM0828-MPP-frozen-151103-64,cell_160,MPP
singles-BM0828-MPP-frozen-151103-65,cell_161,MPP
singles-BM0828-MPP-frozen-151103-66,cell_162,MPP
singles-BM0828-MPP-frozen-151103-67,cell_163,MPP
singles-BM0828-MPP-frozen-151103-68,cell_164,MPP
singles-BM0828-MPP-frozen-151103-69,cell_165,MPP
singles-BM0828-MPP-frozen-151103-70,cell_166,MPP
singles-BM0828-MPP-frozen-151103-71,cell_167,MPP
singles-BM0828-MPP-frozen-151103-72,cell_168,MPP
singles-BM0828-MPP-frozen-151103-73,cell_169,MPP
singles-BM0828-MPP-frozen-151103-74,cell_170,MPP
singles-BM0828-MPP-frozen-151103-75,cell_171,MPP
singles-BM0828-MPP-frozen-151103-76,cell_172,MPP
singles-BM0828-MPP-frozen-151103-77,cell_173,MPP
singles-BM0828-MPP-frozen-151103-78,cell_174,MPP
singles-BM0828-MPP-frozen-151103-79,cell_175,MPP
singles-BM0828-MPP-frozen-151103-80,cell_176,MPP
singles-BM0828-MPP-frozen-151103-81,cell_177,MPP
singles-BM0828-MPP-frozen-151103-82,cell_178,MPP
singles-BM0828-MPP-frozen-151103-83,cell_179,MPP
singles-BM0828-MPP-frozen-151103-84,cell_180,MPP
singles-BM0828-MPP-frozen-151103-85,cell_181,MPP
singles-BM0828-MPP-frozen-151103-86,cell_182,MPP
singles-BM0828-MPP-frozen-151103-87,cell_183,MPP
singles-BM0828-MPP-frozen-151103-88,cell_184,MPP
singles-BM0828-MPP-frozen-151103-89,cell_185,MPP
singles-BM0828-MPP-frozen-151103-90,cell_186,MPP
singles-BM0828-MPP-frozen-151103-91,cell_187,MPP
singles-BM0828-MPP-frozen-151103-92,cell_188,MPP
singles-BM0828-MPP-frozen-151103-93,cell_189,MPP
singles-BM0828-MPP-frozen-151103-94,cell_190,MPP
singles-BM0828-MPP-frozen-151103-95,cell_191,MPP
singles-BM0828-MPP-frozen-151103-96,cell_192,MPP
singles-BM0828-LMPP-frozen-151105-1,cell_193,LMPP
singles-BM0828-LMPP-frozen-151105-2,cell_194,LMPP
singles-BM0828-LMPP-frozen-151105-3,cell_195,LMPP
singles-BM0828-LMPP-frozen-151105-4,cell_196,LMPP
singles-BM0828-LMPP-frozen-151105-5,cell_197,LMPP
singles-BM0828-LMPP-frozen-151105-6,cell_198,LMPP
singles-BM0828-LMPP-frozen-151105-7,cell_199,LMPP
singles-BM0828-LMPP-frozen-151105-8,cell_200,LMPP
singles-BM0828-LMPP-frozen-151105-9,cell_201,LMPP
singles-BM0828-LMPP-frozen-151105-10,cell_202,LMPP
singles-BM0828-LMPP-frozen-151105-11,cell_203,LMPP
singles-BM0828-LMPP-frozen-151105-12,cell_204,LMPP
singles-BM0828-LMPP-frozen-151105-13,cell_205,LMPP
singles-BM0828-LMPP-frozen-151105-14,cell_206,LMPP
singles-BM0828-LMPP-frozen-151105-15,cell_207,LMPP
singles-BM0828-LMPP-frozen-151105-16,cell_208,LMPP
singles-BM0828-LMPP-frozen-151105-17,cell_209,LMPP
singles-BM0828-LMPP-frozen-151105-18,cell_210,LMPP
singles-BM0828-LMPP-frozen-151105-19,cell_211,LMPP
singles-BM0828-LMPP-frozen-151105-20,cell_212,LMPP
singles-BM0828-LMPP-frozen-151105-21,cell_213,LMPP
singles-BM0828-LMPP-frozen-151105-22,cell_214,LMPP
singles-BM0828-LMPP-frozen-151105-23,cell_215,LMPP
singles-BM0828-LMPP-frozen-151105-24,cell_216,LMPP
singles-BM0828-LMPP-frozen-151105-25,cell_217,LMPP
singles-BM0828-LMPP-frozen-151105-26,cell_218,LMPP
singles-BM0828-LMPP-frozen-151105-27,cell_219,LMPP
singles-BM0828-LMPP-frozen-151105-28,cell_220,LMPP
singles-BM0828-LMPP-frozen-151105-29,cell_221,LMPP
singles-BM0828-LMPP-frozen-151105-30,cell_222,LMPP
singles-BM0828-LMPP-frozen-151105-31,cell_223,LMPP
singles-BM0828-LMPP-frozen-151105-32,cell_224,LMPP
singles-BM0828-LMPP-frozen-151105-33,cell_225,LMPP
singles-BM0828-LMPP-frozen-151105-34,cell_226,LMPP
singles-BM0828-LMPP-frozen-151105-35,cell_227,LMPP
singles-BM0828-LMPP-frozen-151105-36,cell_228,LMPP
singles-BM0828-LMPP-frozen-151105-37,cell_229,LMPP
singles-BM0828-LMPP-frozen-151105-38,cell_230,LMPP
singles-BM0828-LMPP-frozen-151105-39,cell_231,LMPP
singles-BM0828-LMPP-frozen-151105-40,cell_232,LMPP
singles-BM0828-LMPP-frozen-151105-41,cell_233,LMPP
singles-BM0828-LMPP-frozen-151105-42,cell_234,LMPP
singles-BM0828-LMPP-frozen-151105-43,cell_235,LMPP
singles-BM0828-LMPP-frozen-151105-44,cell_236,LMPP
singles-BM0828-LMPP-frozen-151105-45,cell_237,LMPP
singles-BM0828-LMPP-frozen-151105-46,cell_238,LMPP
singles-BM0828-LMPP-frozen-151105-47,cell_239,LMPP
singles-BM0828-LMPP-frozen-151105-48,cell_240,LMPP
singles-BM0828-LMPP-frozen-151105-49,cell_241,LMPP
singles-BM0828-LMPP-frozen-151105-50,cell_242,LMPP
singles-BM0828-LMPP-frozen-151105-51,cell_243,LMPP
singles-BM0828-LMPP-frozen-151105-52,cell_244,LMPP
singles-BM0828-LMPP-frozen-151105-53,cell_245,LMPP
singles-BM0828-LMPP-frozen-151105-54,cell_246,LMPP
singles-BM0828-LMPP-frozen-151105-55,cell_247,LMPP
singles-BM0828-LMPP-frozen-151105-56,cell_248,LMPP
singles-BM0828-LMPP-frozen-151105-57,cell_249,LMPP
singles-BM0828-LMPP-frozen-151105-58,cell_250,LMPP
singles-BM0828-LMPP-frozen-151105-59,cell_251,LMPP
singles-BM0828-LMPP-frozen-151105-60,cell_252,LMPP
singles-BM0828-LMPP-frozen-151105-61,cell_253,LMPP
singles-BM0828-LMPP-frozen-151105-62,cell_254,LMPP
singles-BM0828-LMPP-frozen-151105-63,cell_255,LMPP
singles-BM0828-LMPP-frozen-151105-64,cell_256,LMPP
singles-BM0828-LMPP-frozen-151105-65,cell_257,LMPP
singles-BM0828-LMPP-frozen-151105-66,cell_258,LMPP
singles-BM0828-LMPP-frozen-151105-67,cell_259,LMPP
singles-BM0828-LMPP-frozen-151105-68,cell_260,LMPP
singles-BM0828-LMPP-frozen-151105-69,cell_261,LMPP
singles-BM0828-LMPP-frozen-151105-70,cell_262,LMPP
singles-BM0828-LMPP-frozen-151105-71,cell_263,LMPP
singles-BM0828-LMPP-frozen-151105-72,cell_264,LMPP
singles-BM0828-LMPP-frozen-151105-73,cell_265,LMPP
singles-BM0828-LMPP-frozen-151105-74,cell_266,LMPP
singles-BM0828-LMPP-frozen-151105-75,cell_267,LMPP
singles-BM0828-LMPP-frozen-151105-76,cell_268,LMPP
singles-BM0828-LMPP-frozen-151105-77,cell_269,LMPP
singles-BM0828-LMPP-frozen-151105-78,cell_270,LMPP
singles-BM0828-LMPP-frozen-151105-79,cell_271,LMPP
singles-BM0828-LMPP-frozen-151105-80,cell_272,LMPP
singles-BM0828-LMPP-frozen-151105-81,cell_273,LMPP
singles-BM0828-LMPP-frozen-151105-82,cell_274,LMPP
singles-BM0828-LMPP-frozen-151105-83,cell_275,LMPP
singles-BM0828-LMPP-frozen-151105-84,cell_276,LMPP
singles-BM0828-LMPP-frozen-151105-85,cell_277,LMPP
singles-BM0828-LMPP-frozen-151105-86,cell_278,LMPP
singles-BM0828-LMPP-frozen-151105-87,cell_279,LMPP
singles-BM0828-LMPP-frozen-151105-88,cell_280,LMPP
singles-BM0828-LMPP-frozen-151105-89,cell_281,LMPP
singles-BM0828-LMPP-frozen-151105-90,cell_282,LMPP
singles-BM0828-LMPP-frozen-151105-91,cell_283,LMPP
singles-BM0828-LMPP-frozen-151105-92,cell_284,LMPP
singles-BM0828-LMPP-frozen-151105-93,cell_285,LMPP
singles-BM0828-LMPP-frozen-151105-94,cell_286,LMPP
singles-BM0828-LMPP-frozen-151105-95,cell_287,LMPP
singles-BM0828-LMPP-frozen-151105-96,cell_288,LMPP
singles-BM0828-CMP-frozen-151118-1,cell_289,CMP
singles-BM0828-CMP-frozen-151118-2,cell_290,CMP
singles-BM0828-CMP-frozen-151118-3,cell_291,CMP
singles-BM0828-CMP-frozen-151118-4,cell_292,CMP
singles-BM0828-CMP-frozen-151118-5,cell_293,CMP
singles-BM0828-CMP-frozen-151118-6,cell_294,CMP
singles-BM0828-CMP-frozen-151118-7,cell_295,CMP
singles-BM0828-CMP-frozen-151118-8,cell_296,CMP
singles-BM0828-CMP-frozen-151118-9,cell_297,CMP
singles-BM0828-CMP-frozen-151118-10,cell_298,CMP
singles-BM0828-CMP-frozen-151118-11,cell_299,CMP
singles-BM0828-CMP-frozen-151118-12,cell_300,CMP
singles-BM0828-CMP-frozen-151118-13,cell_301,CMP
singles-BM0828-CMP-frozen-151118-14,cell_302,CMP
singles-BM0828-CMP-frozen-151118-15,cell_303,CMP
singles-BM0828-CMP-frozen-151118-16,cell_304,CMP
singles-BM0828-CMP-frozen-151118-17,cell_305,CMP
singles-BM0828-CMP-frozen-151118-18,cell_306,CMP
singles-BM0828-CMP-frozen-151118-19,cell_307,CMP
singles-BM0828-CMP-frozen-151118-20,cell_308,CMP
singles-BM0828-CMP-frozen-151118-21,cell_309,CMP
singles-BM0828-CMP-frozen-151118-22,cell_310,CMP
singles-BM0828-CMP-frozen-151118-23,cell_311,CMP
singles-BM0828-CMP-frozen-151118-24,cell_312,CMP
singles-BM0828-CMP-frozen-151118-25,cell_313,CMP
singles-BM0828-CMP-frozen-151118-26,cell_314,CMP
singles-BM0828-CMP-frozen-151118-27,cell_315,CMP
singles-BM0828-CMP-frozen-151118-28,cell_316,CMP
singles-BM0828-CMP-frozen-151118-29,cell_317,CMP
singles-BM0828-CMP-frozen-151118-30,cell_318,CMP
singles-BM0828-CMP-frozen-151118-31,cell_319,CMP
singles-BM0828-CMP-frozen-151118-32,cell_320,CMP
singles-BM0828-CMP-frozen-151118-33,cell_321,CMP
singles-BM0828-CMP-frozen-151118-34,cell_322,CMP
singles-BM0828-CMP-frozen-151118-35,cell_323,CMP
singles-BM0828-CMP-frozen-151118-36,cell_324,CMP
singles-BM0828-CMP-frozen-151118-37,cell_325,CMP
singles-BM0828-CMP-frozen-151118-38,cell_326,CMP
singles-BM0828-CMP-frozen-151118-39,cell_327,CMP
singles-BM0828-CMP-frozen-151118-40,cell_328,CMP
singles-BM0828-CMP-frozen-151118-41,cell_329,CMP
singles-BM0828-CMP-frozen-151118-42,cell_330,CMP
singles-BM0828-CMP-frozen-151118-43,cell_331,CMP
singles-BM0828-CMP-frozen-151118-44,cell_332,CMP
singles-BM0828-CMP-frozen-151118-45,cell_333,CMP
singles-BM0828-CMP-frozen-151118-46,cell_334,CMP
singles-BM0828-CMP-frozen-151118-47,cell_335,CMP
singles-BM0828-CMP-frozen-151118-48,cell_336,CMP
singles-BM0828-CMP-frozen-151118-49,cell_337,CMP
singles-BM0828-CMP-frozen-151118-50,cell_338,CMP
singles-BM0828-CMP-frozen-151118-51,cell_339,CMP
singles-BM0828-CMP-frozen-151118-52,cell_340,CMP
singles-BM0828-CMP-frozen-151118-53,cell_341,CMP
singles-BM0828-CMP-frozen-151118-54,cell_342,CMP
singles-BM0828-CMP-frozen-151118-55,cell_343,CMP
singles-BM0828-CMP-frozen-151118-56,cell_344,CMP
singles-BM0828-CMP-frozen-151118-57,cell_345,CMP
singles-BM0828-CMP-frozen-151118-58,cell_346,CMP
singles-BM0828-CMP-frozen-151118-59,cell_347,CMP
singles-BM0828-CMP-frozen-151118-60,cell_348,CMP
singles-BM0828-CMP-frozen-151118-61,cell_349,CMP
singles-BM0828-CMP-frozen-151118-62,cell_350,CMP
singles-BM0828-CMP-frozen-151118-63,cell_351,CMP
singles-BM0828-CMP-frozen-151118-64,cell_352,CMP
singles-BM0828-CMP-frozen-151118-65,cell_353,CMP
singles-BM0828-CMP-frozen-151118-66,cell_354,CMP
singles-BM0828-CMP-frozen-151118-67,cell_355,CMP
singles-BM0828-CMP-frozen-151118-68,cell_356,CMP
singles-BM0828-CMP-frozen-151118-69,cell_357,CMP
singles-BM0828-CMP-frozen-151118-70,cell_358,CMP
singles-BM0828-CMP-frozen-151118-71,cell_359,CMP
singles-BM0828-CMP-frozen-151118-72,cell_360,CMP
singles-BM0828-CMP-frozen-151118-73,cell_361,CMP
singles-BM0828-CMP-frozen-151118-74,cell_362,CMP
singles-BM0828-CMP-frozen-151118-75,cell_363,CMP
singles-BM0828-CMP-frozen-151118-76,cell_364,CMP
singles-BM0828-CMP-frozen-151118-77,cell_365,CMP
singles-BM0828-CMP-frozen-151118-78,cell_366,CMP
singles-BM0828-CMP-frozen-151118-79,cell_367,CMP
singles-BM0828-CMP-frozen-151118-80,cell_368,CMP
singles-BM0828-CMP-frozen-151118-81,cell_369,CMP
singles-BM0828-CMP-frozen-151118-82,cell_370,CMP
singles-BM0828-CMP-frozen-151118-83,cell_371,CMP
singles-BM0828-CMP-frozen-151118-84,cell_372,CMP
singles-BM0828-CMP-frozen-151118-85,cell_373,CMP
singles-BM0828-CMP-frozen-151118-86,cell_374,CMP
singles-BM0828-CMP-frozen-151118-87,cell_375,CMP
singles-BM0828-CMP-frozen-151118-88,cell_376,CMP
singles-BM0828-CMP-frozen-151118-89,cell_377,CMP
singles-BM0828-CMP-frozen-151118-90,cell_378,CMP
singles-BM0828-CMP-frozen-151118-91,cell_379,CMP
singles-BM0828-CMP-frozen-151118-92,cell_380,CMP
singles-BM0828-CMP-frozen-151118-94,cell_381,CMP
singles-BM0828-CMP-frozen-151118-95,cell_382,CMP
singles-BM0828-CMP-frozen-151118-96,cell_383,CMP
singles-BM0828-CLP-frozen-151103-1,cell_384,CLP
singles-BM0828-CLP-frozen-151103-2,cell_385,CLP
singles-BM0828-CLP-frozen-151103-3,cell_386,CLP
singles-BM0828-CLP-frozen-151103-4,cell_387,CLP
singles-BM0828-CLP-frozen-151103-5,cell_388,CLP
singles-BM0828-CLP-frozen-151103-6,cell_389,CLP
singles-BM0828-CLP-frozen-151103-7,cell_390,CLP
singles-BM0828-CLP-frozen-151103-8,cell_391,CLP
singles-BM0828-CLP-frozen-151103-9,cell_392,CLP
singles-BM0828-CLP-frozen-151103-10,cell_393,CLP
singles-BM0828-CLP-frozen-151103-11,cell_394,CLP
singles-BM0828-CLP-frozen-151103-12,cell_395,CLP
singles-BM0828-CLP-frozen-151103-13,cell_396,CLP
singles-BM0828-CLP-frozen-151103-14,cell_397,CLP
singles-BM0828-CLP-frozen-151103-15,cell_398,CLP
singles-BM0828-CLP-frozen-151103-16,cell_399,CLP
singles-BM0828-CLP-frozen-151103-17,cell_400,CLP
singles-BM0828-CLP-frozen-151103-18,cell_401,CLP
singles-BM0828-CLP-frozen-151103-19,cell_402,CLP
singles-BM0828-CLP-frozen-151103-20,cell_403,CLP
singles-BM0828-CLP-frozen-151103-21,cell_404,CLP
singles-BM0828-CLP-frozen-151103-22,cell_405,CLP
singles-BM0828-CLP-frozen-151103-23,cell_406,CLP
singles-BM0828-CLP-frozen-151103-24,cell_407,CLP
singles-BM0828-CLP-frozen-151103-25,cell_408,CLP
singles-BM0828-CLP-frozen-151103-26,cell_409,CLP
singles-BM0828-CLP-frozen-151103-27,cell_410,CLP
singles-BM0828-CLP-frozen-151103-28,cell_411,CLP
singles-BM0828-CLP-frozen-151103-29,cell_412,CLP
singles-BM0828-CLP-frozen-151103-30,cell_413,CLP
singles-BM0828-CLP-frozen-151103-31,cell_414,CLP
singles-BM0828-CLP-frozen-151103-32,cell_415,CLP
singles-BM0828-CLP-frozen-151103-33,cell_416,CLP
singles-BM0828-CLP-frozen-151103-34,cell_417,CLP
singles-BM0828-CLP-frozen-151103-35,cell_418,CLP
singles-BM0828-CLP-frozen-151103-36,cell_419,CLP
singles-BM0828-CLP-frozen-151103-37,cell_420,CLP
singles-BM0828-CLP-frozen-151103-38,cell_421,CLP
singles-BM0828-CLP-frozen-151103-39,cell_422,CLP
singles-BM0828-CLP-frozen-151103-40,cell_423,CLP
singles-BM0828-CLP-frozen-151103-41,cell_424,CLP
singles-BM0828-CLP-frozen-151103-42,cell_425,CLP
singles-BM0828-CLP-frozen-151103-43,cell_426,CLP
singles-BM0828-CLP-frozen-151103-44,cell_427,CLP
singles-BM0828-CLP-frozen-151103-45,cell_428,CLP
singles-BM0828-CLP-frozen-151103-46,cell_429,CLP
singles-BM0828-CLP-frozen-151103-47,cell_430,CLP
singles-BM0828-CLP-frozen-151103-48,cell_431,CLP
singles-BM0828-CLP-frozen-151103-49,cell_432,CLP
singles-BM0828-CLP-frozen-151103-50,cell_433,CLP
singles-BM0828-CLP-frozen-151103-51,cell_434,CLP
singles-BM0828-CLP-frozen-151103-52,cell_435,CLP
singles-BM0828-CLP-frozen-151103-53,cell_436,CLP
singles-BM0828-CLP-frozen-151103-54,cell_437,CLP
singles-BM0828-CLP-frozen-151103-55,cell_438,CLP
singles-BM0828-CLP-frozen-151103-56,cell_439,CLP
singles-BM0828-CLP-frozen-151103-57,cell_440,CLP
singles-BM0828-CLP-frozen-151103-58,cell_441,CLP
singles-BM0828-CLP-frozen-151103-59,cell_442,CLP
singles-BM0828-CLP-frozen-151103-60,cell_443,CLP
singles-BM0828-CLP-frozen-151103-61,cell_444,CLP
singles-BM0828-CLP-frozen-151103-62,cell_445,CLP
singles-BM0828-CLP-frozen-151103-63,cell_446,CLP
singles-BM0828-CLP-frozen-151103-64,cell_447,CLP
singles-BM0828-CLP-frozen-151103-65,cell_448,CLP
singles-BM0828-CLP-frozen-151103-66,cell_449,CLP
singles-BM0828-CLP-frozen-151103-67,cell_450,CLP
singles-BM0828-CLP-frozen-151103-68,cell_451,CLP
singles-BM0828-CLP-frozen-151103-69,cell_452,CLP
singles-BM0828-CLP-frozen-151103-70,cell_453,CLP
singles-BM0828-CLP-frozen-151103-71,cell_454,CLP
singles-BM0828-CLP-frozen-151103-72,cell_455,CLP
singles-BM0828-CLP-frozen-151103-73,cell_456,CLP
singles-BM0828-CLP-frozen-151103-74,cell_457,CLP
singles-BM0828-CLP-frozen-151103-75,cell_458,CLP
singles-BM0828-CLP-frozen-151103-76,cell_459,CLP
